use_static_covariates,use_covariates,use_encoders,sample_weight,input_chunk_length,hidden_size,ff_size,num_blocks,dropout,norm_type,batch_size,n_epochs,normalize_before,activation,optimizer,optimizer_kwargs.lr,optimizer_kwargs.weight_decay,WIS_1,WIS_2,WIS_3,WIS,WIS_std,error_flag,error_msg
False,True,True,linear,8,64,32,4,0.2,TimeBatchNorm2d,32,500,False,ReLU,AdamW,0.005,0.001,52512.8842703778,62121.301373451155,47261.53088253159,53965.23884212018,6152.787721147043,False,
False,True,True,linear,8,64,32,4,0.2,TimeBatchNorm2d,32,500,False,ReLU,AdamW,0.005,0.0001,52865.05577380953,62369.58928039966,44007.04858236152,53080.56454552357,7498.02455071961,False,
False,True,True,linear,8,64,32,4,0.2,TimeBatchNorm2d,32,1000,False,ReLU,AdamW,0.0005,0,43468.58156508139,43674.35040801142,40124.66119746113,42422.531056851316,1627.0094493068336,False,
False,True,True,linear,8,64,32,4,0.2,TimeBatchNorm2d,32,1000,False,ReLU,AdamW,0.0005,0.001,44333.77903152332,44285.64825604349,40794.49803389213,43137.97510715298,1657.2050240412825,False,
False,True,True,linear,8,64,32,4,0.2,TimeBatchNorm2d,32,1000,False,ReLU,AdamW,0.0005,0.0001,43033.90287991982,44595.31270772595,40478.973124544464,42702.72957073007,1696.7262029285384,False,
False,True,True,linear,8,64,32,4,0.2,TimeBatchNorm2d,32,1000,False,ReLU,AdamW,0.001,0,50564.49353073373,41106.62948721453,50824.09282965866,47498.40528253564,4520.910403317764,False,
False,True,True,linear,8,64,32,4,0.2,TimeBatchNorm2d,32,1000,False,ReLU,AdamW,0.001,0.001,51947.06642644557,40831.427844084064,55989.26904640428,49589.25443897797,6408.821810851743,False,
False,True,True,linear,8,64,32,4,0.2,TimeBatchNorm2d,32,1000,False,ReLU,AdamW,0.001,0.0001,61875.05876093296,40682.39079673834,49693.66461734695,50750.37139167275,8684.076069271072,False,
False,True,True,linear,8,64,32,4,0.2,TimeBatchNorm2d,32,1000,False,ReLU,AdamW,0.005,0,43514.066136570706,35465.67968856292,38298.34830159743,39092.69804224369,3333.404139611379,False,
False,True,True,linear,8,64,32,4,0.2,TimeBatchNorm2d,32,1000,False,ReLU,AdamW,0.005,0.001,40654.24045645044,36033.69760431851,41889.998310404524,39525.97879039116,2520.422620692811,False,
False,True,True,linear,8,64,32,4,0.2,TimeBatchNorm2d,32,1000,False,ReLU,AdamW,0.005,0.0001,39937.8958195153,35356.53235058309,43311.33755846089,39535.2552428531,3259.991927321405,False,
False,True,True,linear,8,64,32,6,0.2,TimeBatchNorm2d,32,500,False,ReLU,AdamW,0.0005,0,120900.28109192786,68839.05058035716,63301.467085611024,84346.93291929868,25945.79805045396,False,
False,True,True,linear,8,64,32,6,0.2,TimeBatchNorm2d,32,500,False,ReLU,AdamW,0.0005,0.001,120558.88835611031,68594.202258716,62827.61115084428,83993.56725522353,25962.542552166233,False,
False,True,True,linear,8,64,32,6,0.2,TimeBatchNorm2d,32,500,False,ReLU,AdamW,0.0005,0.0001,121369.05121112733,68578.38157221818,63409.05222500608,84452.16166945054,26189.349508903568,False,
False,True,True,linear,8,64,32,6,0.2,TimeBatchNorm2d,32,500,False,ReLU,AdamW,0.001,0,109755.34667486639,52627.360463435376,55941.22578413507,72774.64430747896,26184.27882693361,False,
False,True,True,linear,8,64,32,6,0.2,TimeBatchNorm2d,32,500,False,ReLU,AdamW,0.001,0.001,108538.05552417398,52127.89060358966,55516.07948979592,72060.67520585319,25830.465373891555,False,
False,True,True,linear,8,64,32,6,0.2,TimeBatchNorm2d,32,500,False,ReLU,AdamW,0.001,0.0001,110079.40643586007,52686.520146531824,56027.56510538144,72931.16389592444,26303.16315843243,False,
False,True,True,linear,8,64,32,6,0.2,TimeBatchNorm2d,32,500,False,ReLU,AdamW,0.005,0,73602.19158679542,48619.77313654032,41557.38807914237,54593.117600826045,13747.193435456391,False,
False,True,True,linear,8,64,32,6,0.2,TimeBatchNorm2d,32,500,False,ReLU,AdamW,0.005,0.001,77773.85866785108,45947.98443330904,40805.73068786443,54842.524596341515,16350.234557339256,False,
False,True,True,linear,8,64,32,6,0.2,TimeBatchNorm2d,32,500,False,ReLU,AdamW,0.005,0.0001,68902.55057443514,48778.24624650753,41282.0472025328,52987.614674491815,11662.250741922287,False,
False,True,True,linear,8,64,32,6,0.2,TimeBatchNorm2d,32,1000,False,ReLU,AdamW,0.0005,0,45460.21804300292,40174.16174471575,38220.1299486759,41284.83657879819,3058.3130255858373,False,
False,True,True,linear,8,64,32,6,0.2,TimeBatchNorm2d,32,1000,False,ReLU,AdamW,0.0005,0.001,45244.56008913387,40425.93999681122,38771.69267219388,41480.73091937966,2745.777493664338,False,
False,True,True,linear,8,64,32,6,0.2,TimeBatchNorm2d,32,1000,False,ReLU,AdamW,0.0005,0.0001,45420.293070638974,40875.841923742715,38198.154088921285,41498.096361100994,2981.0762381418117,False,
False,True,True,linear,8,64,32,6,0.2,TimeBatchNorm2d,32,1000,False,ReLU,AdamW,0.001,0,45051.2348352466,44972.26361470481,37775.46674729714,42599.65506574952,3411.368621959788,False,
False,True,True,linear,8,64,32,6,0.2,TimeBatchNorm2d,32,1000,False,ReLU,AdamW,0.001,0.001,44355.06521106657,41566.69118030248,36216.32175382653,40712.69271506519,3377.057032354514,False,
False,True,True,linear,8,64,32,6,0.2,TimeBatchNorm2d,32,1000,False,ReLU,AdamW,0.001,0.0001,47176.31584866983,39281.7488784621,37616.285245839405,41358.11665765711,4169.8939752806655,False,
False,True,True,linear,8,64,32,6,0.2,TimeBatchNorm2d,32,1000,False,ReLU,AdamW,0.005,0,76961.02239568149,47656.24261024053,34416.18042122206,53011.14847571469,17776.804311217817,False,
False,True,True,linear,8,64,32,6,0.2,TimeBatchNorm2d,32,1000,False,ReLU,AdamW,0.005,0.001,50143.96849201288,42083.45293898809,33128.930831814876,41785.450754271944,6949.555411250457,False,
False,True,True,linear,8,64,32,6,0.2,TimeBatchNorm2d,32,1000,False,ReLU,AdamW,0.005,0.0001,63191.13312909986,35423.804826743195,35769.31612745991,44794.75136110099,13008.971036178627,False,
False,True,True,linear,8,64,64,4,0.2,TimeBatchNorm2d,32,500,False,ReLU,AdamW,0.0005,0,67801.20771061104,83436.6895443088,90608.53783907313,80615.47836466432,9522.359696604512,False,
False,True,True,linear,8,64,64,4,0.2,TimeBatchNorm2d,32,500,False,ReLU,AdamW,0.0005,0.001,67687.37386752915,82518.42710352891,89009.96121340501,79738.58739482104,8924.08032181125,False,
False,True,True,linear,8,64,64,4,0.2,TimeBatchNorm2d,32,500,False,ReLU,AdamW,0.0005,0.0001,67841.35467322644,83350.28988505225,90148.00756423107,80446.55070750324,9335.254565654723,False,
False,True,True,linear,8,64,64,4,0.2,TimeBatchNorm2d,32,500,False,ReLU,AdamW,0.001,0,57764.81742043246,65061.24111804543,66651.95822582603,63159.338921434646,3869.3877119278695,False,
False,True,True,linear,8,64,64,4,0.2,TimeBatchNorm2d,32,500,False,ReLU,AdamW,0.001,0.001,57626.81087660957,64288.871044551764,66410.40236698251,62775.36142938128,3742.183265051577,False,
False,True,True,linear,8,64,64,4,0.2,TimeBatchNorm2d,32,500,False,ReLU,AdamW,0.001,0.0001,56866.56030460399,65082.513092353016,66593.04925003035,62847.37421566246,4273.798556315405,False,
False,True,True,linear,8,64,64,4,0.2,TimeBatchNorm2d,32,500,False,ReLU,AdamW,0.005,0,45908.18569925292,46369.83998253766,61740.630228680755,51339.55197015711,7357.08741619348,False,
False,True,True,linear,8,64,64,4,0.2,TimeBatchNorm2d,32,500,False,ReLU,AdamW,0.005,0.001,47722.56832817056,45136.173582057825,56724.36455554543,49861.035488591275,4966.643659229927,False,
False,True,True,linear,8,64,64,4,0.2,TimeBatchNorm2d,32,500,False,ReLU,AdamW,0.005,0.0001,48813.33457012269,45650.63934781949,55250.688160380225,49904.8873594408,3994.4836896056468,False,
False,True,True,linear,8,64,64,4,0.2,TimeBatchNorm2d,32,1000,False,ReLU,AdamW,0.0005,0,47331.899373937085,37642.89743227648,44604.34247388242,43193.04642669866,4079.4613252220065,False,
False,True,True,linear,8,64,64,4,0.2,TimeBatchNorm2d,32,1000,False,ReLU,AdamW,0.0005,0.001,48526.61445335277,37133.71843962585,44117.455587797616,43259.26282692541,4690.550145843503,False,
False,True,True,linear,8,64,64,4,0.2,TimeBatchNorm2d,32,1000,False,ReLU,AdamW,0.0005,0.0001,47255.71067480564,37637.48238641885,42730.4615772291,42541.21821281786,3928.904736277124,False,
False,True,True,linear,8,64,64,4,0.2,TimeBatchNorm2d,32,1000,False,ReLU,AdamW,0.001,0,42723.18145225948,35711.08760401483,35946.49171738338,38126.9202578859,3251.4680273507292,False,
False,True,True,linear,8,64,64,4,0.2,TimeBatchNorm2d,32,1000,False,ReLU,AdamW,0.001,0.001,44113.75325786563,37621.697542517,38751.57649310618,40162.34243116294,2831.8889163458343,False,
False,True,True,linear,8,64,64,4,0.2,TimeBatchNorm2d,32,1000,False,ReLU,AdamW,0.001,0.0001,43961.70357446549,34785.68601327138,36241.25979834791,38329.54979536159,4026.623143077936,False,
False,True,True,linear,8,64,64,4,0.2,TimeBatchNorm2d,32,1000,False,ReLU,AdamW,0.005,0,38916.405419703595,36583.67963860544,93082.50054938046,56194.19520256317,26101.349976740952,False,
False,True,True,linear,8,64,64,4,0.2,TimeBatchNorm2d,32,1000,False,ReLU,AdamW,0.005,0.001,41493.910989735174,35300.578898505824,91755.38275388729,56183.29088070942,25280.02677706147,False,
False,True,True,linear,8,64,64,4,0.2,TimeBatchNorm2d,32,1000,False,ReLU,AdamW,0.005,0.0001,45246.054762664,38371.60741132167,97588.95139060983,60402.20452153183,26444.34550302775,False,
False,True,True,linear,8,64,64,6,0.2,TimeBatchNorm2d,32,500,False,ReLU,AdamW,0.0005,0,57756.38954203111,74160.00134520771,63944.15261844023,65286.847835226356,6763.714111897098,False,
False,True,True,linear,8,64,64,6,0.2,TimeBatchNorm2d,32,500,False,ReLU,AdamW,0.0005,0.001,57318.825071975225,74048.35296297984,63822.2915860362,65063.15654033042,6885.931805261704,False,
False,True,True,linear,8,64,64,6,0.2,TimeBatchNorm2d,32,500,False,ReLU,AdamW,0.0005,0.0001,57212.24443300535,74408.40539890064,64116.05822096695,65245.569350957645,7065.5895972817825,False,
False,True,True,linear,8,64,64,6,0.2,TimeBatchNorm2d,32,500,False,ReLU,AdamW,0.001,0,55420.68814185495,58237.31277377916,53195.40194910106,55617.80095491172,2063.0650800536087,False,
False,True,True,linear,8,64,64,6,0.2,TimeBatchNorm2d,32,500,False,ReLU,AdamW,0.001,0.001,56031.48572218173,56287.208672862,53216.28821595602,55178.32753699992,1391.2937096740702,False,
