use_static_covariates,use_covariates,use_encoders,sample_weight,input_chunk_length,hidden_size,ff_size,num_blocks,dropout,norm_type,batch_size,n_epochs,normalize_before,activation,optimizer,optimizer_kwargs.lr,optimizer_kwargs.weight_decay,WIS_1,WIS_2,WIS_3,WIS,WIS_std,error_flag,error_msg
False,True,True,linear,8,32,64,6,0.2,TimeBatchNorm2d,32,500,False,ReLU,AdamW,0.005,0.0001,374.644771319242,389.7156018325698,385.14954641295293,383.1699731882549,6.309860838630224,False,
False,True,True,linear,8,32,64,6,0.2,TimeBatchNorm2d,32,1000,False,ReLU,AdamW,0.0005,0,635.1244741774261,738.4356774521035,369.83957947209495,581.1332437005416,155.2461713705646,False,
False,True,True,linear,8,32,64,6,0.2,TimeBatchNorm2d,32,1000,False,ReLU,AdamW,0.0005,0.001,651.552642258434,729.4732413577676,379.9620962619742,586.9959932927253,149.8113943837484,False,
False,True,True,linear,8,32,64,6,0.2,TimeBatchNorm2d,32,1000,False,ReLU,AdamW,0.0005,0.0001,610.7318010724699,752.3978787484383,373.2646148740108,578.7980982316398,156.4189438162013,False,
False,True,True,linear,8,32,64,6,0.2,TimeBatchNorm2d,32,1000,False,ReLU,AdamW,0.001,0,696.7252902436485,799.4351522802998,467.6610519054561,654.6071648098015,138.68180795723273,False,
False,True,True,linear,8,32,64,6,0.2,TimeBatchNorm2d,32,1000,False,ReLU,AdamW,0.001,0.001,695.6299841211995,782.9554451270305,472.7489622813411,650.4447971765237,130.60957427716195,False,
False,True,True,linear,8,32,64,6,0.2,TimeBatchNorm2d,32,1000,False,ReLU,AdamW,0.001,0.0001,646.6468222875885,849.6962049666805,478.18553376197417,658.1761870054144,151.8875447885493,False,
False,True,True,linear,8,32,64,6,0.2,TimeBatchNorm2d,32,1000,False,ReLU,AdamW,0.005,0,425.23575983965014,769.1433482142858,416.1452975322783,536.841468528738,164.30415211900853,False,
False,True,True,linear,8,32,64,6,0.2,TimeBatchNorm2d,32,1000,False,ReLU,AdamW,0.005,0.001,460.5288979852145,543.470488988963,521.1801583975428,508.3931817905734,35.04717732446423,False,
False,True,True,linear,8,32,64,6,0.2,TimeBatchNorm2d,32,1000,False,ReLU,AdamW,0.005,0.0001,473.1910361568096,594.5137863129946,468.8006722459392,512.1684982385812,58.25449152847114,False,
False,True,True,linear,8,64,32,4,0.2,TimeBatchNorm2d,32,500,False,ReLU,AdamW,0.0005,0,562.1044746980425,469.4596325749688,332.9412976364015,454.8351349698043,94.12526185142454,False,
False,True,True,linear,8,64,32,4,0.2,TimeBatchNorm2d,32,500,False,ReLU,AdamW,0.0005,0.001,573.4420576062058,474.285927217826,334.9826089389838,460.90353125433853,97.80948677901529,False,
False,True,True,linear,8,64,32,4,0.2,TimeBatchNorm2d,32,500,False,ReLU,AdamW,0.0005,0.0001,581.4207102509371,472.7681260412328,335.4662433621408,463.2183598847703,100.63729749574404,False,
False,True,True,linear,8,64,32,4,0.2,TimeBatchNorm2d,32,500,False,ReLU,AdamW,0.001,0,490.2485891295293,352.8824208663057,323.80812994585585,388.979713313897,72.58497321463175,False,
False,True,True,linear,8,64,32,4,0.2,TimeBatchNorm2d,32,500,False,ReLU,AdamW,0.001,0.001,525.6151871615994,351.9830392284465,320.957969986464,399.5187321255033,90.05877973068516,False,
False,True,True,linear,8,64,32,4,0.2,TimeBatchNorm2d,32,500,False,ReLU,AdamW,0.001,0.0001,496.6870828561017,354.859916050604,321.1350171803415,390.8940053623491,76.06345436608272,False,
False,True,True,linear,8,64,32,4,0.2,TimeBatchNorm2d,32,500,False,ReLU,AdamW,0.005,0,559.9747648115369,519.4930154102457,306.2824289358601,461.9167363858808,111.28408466692484,False,
False,True,True,linear,8,64,32,4,0.2,TimeBatchNorm2d,32,500,False,ReLU,AdamW,0.005,0.001,483.62902592669724,388.1613261401499,286.6527150145772,386.1476890271415,80.42784681917993,False,
False,True,True,linear,8,64,32,4,0.2,TimeBatchNorm2d,32,500,False,ReLU,AdamW,0.005,0.0001,523.7901777905039,429.02039475739275,288.2141735214494,413.6749153564487,96.78369783655714,False,
False,True,True,linear,8,64,32,4,0.2,TimeBatchNorm2d,32,1000,False,ReLU,AdamW,0.0005,0,627.7092756924197,577.7751733652647,475.1866960381091,560.2237150319312,63.49186086064596,False,
False,True,True,linear,8,64,32,4,0.2,TimeBatchNorm2d,32,1000,False,ReLU,AdamW,0.0005,0.001,640.1793194241982,567.3792097042899,480.83177946688886,562.7967695317924,65.13400899203867,False,
False,True,True,linear,8,64,32,4,0.2,TimeBatchNorm2d,32,1000,False,ReLU,AdamW,0.0005,0.0001,580.573368908788,552.0590303519367,501.2954927634319,544.6426306747188,32.787168726589584,False,
False,True,True,linear,8,64,32,4,0.2,TimeBatchNorm2d,32,1000,False,ReLU,AdamW,0.001,0,726.053777983132,592.3473227301125,564.1053075541441,627.5021360891295,70.63390331043907,False,
False,True,True,linear,8,64,32,4,0.2,TimeBatchNorm2d,32,1000,False,ReLU,AdamW,0.001,0.001,732.697681434819,553.3833428779675,528.9311223188255,605.0040488772039,90.84318216717429,False,
False,True,True,linear,8,64,32,4,0.2,TimeBatchNorm2d,32,1000,False,ReLU,AdamW,0.001,0.0001,823.714273349646,537.0015181174512,504.93156028738025,621.8824505848257,143.31593086425755,False,
False,True,True,linear,8,64,32,4,0.2,TimeBatchNorm2d,32,1000,False,ReLU,AdamW,0.005,0,533.7536491305707,585.532359043107,527.5985330331112,548.9615137355962,25.98129337841249,False,
False,True,True,linear,8,64,32,4,0.2,TimeBatchNorm2d,32,1000,False,ReLU,AdamW,0.005,0.001,474.7716195074969,505.5896955695544,545.2082560651812,508.5231903807442,28.83035421502004,False,
False,True,True,linear,8,64,32,4,0.2,TimeBatchNorm2d,32,1000,False,ReLU,AdamW,0.005,0.0001,478.7578218710954,446.77304209183677,472.96261687838404,466.1644936137721,13.914438408180235,False,
False,True,True,linear,8,64,32,6,0.2,TimeBatchNorm2d,32,500,False,ReLU,AdamW,0.0005,0,493.142299302374,644.0619553050813,417.9335434454394,518.3792660176316,94.02550373624247,False,
False,True,True,linear,8,64,32,6,0.2,TimeBatchNorm2d,32,500,False,ReLU,AdamW,0.0005,0.001,510.86664579862554,631.9199347927946,418.36307606205753,520.3832188844926,87.44353168458291,False,
False,True,True,linear,8,64,32,6,0.2,TimeBatchNorm2d,32,500,False,ReLU,AdamW,0.0005,0.0001,517.5975642961266,623.3770837671804,417.4283972823823,519.4676817818964,84.08859760499178,False,
False,True,True,linear,8,64,32,6,0.2,TimeBatchNorm2d,32,500,False,ReLU,AdamW,0.001,0,430.16354591836745,539.336375728863,371.1897338348605,446.8965518273637,69.65782277256139,False,
False,True,True,linear,8,64,32,6,0.2,TimeBatchNorm2d,32,500,False,ReLU,AdamW,0.001,0.001,435.74647217305295,524.4164962515619,392.9116676645148,451.02487869637656,54.76283572427629,False,
False,True,True,linear,8,64,32,6,0.2,TimeBatchNorm2d,32,500,False,ReLU,AdamW,0.001,0.0001,432.9748077623907,528.3333928571429,392.9339561640983,451.4140522612106,56.793521740094604,False,
False,True,True,linear,8,64,32,6,0.2,TimeBatchNorm2d,32,500,False,ReLU,AdamW,0.005,0,618.6154793575595,474.5112488286131,393.7349790451895,495.6205690771207,93.01258841755775,False,
False,True,True,linear,8,64,32,6,0.2,TimeBatchNorm2d,32,500,False,ReLU,AdamW,0.005,0.001,440.10249765722614,497.99029076426496,323.6074569189921,420.5667484468277,72.519318382004,False,
False,True,True,linear,8,64,32,6,0.2,TimeBatchNorm2d,32,500,False,ReLU,AdamW,0.005,0.0001,341.0355528946272,474.1992410714287,372.3922202988338,395.8756714216299,56.84333041902494,False,
False,True,True,linear,8,64,32,6,0.2,TimeBatchNorm2d,32,1000,False,ReLU,AdamW,0.0005,0,518.2914639733444,613.1696847667638,435.44905065597675,522.303399798695,72.60958462436902,False,
False,True,True,linear,8,64,32,6,0.2,TimeBatchNorm2d,32,1000,False,ReLU,AdamW,0.0005,0.001,540.4160502134528,612.0077012182425,456.5645162172012,536.3294225496321,63.52517262242853,False,
False,True,True,linear,8,64,32,6,0.2,TimeBatchNorm2d,32,1000,False,ReLU,AdamW,0.0005,0.0001,535.592693018534,593.4279511141192,457.22745522698875,528.749366453214,55.813780310569484,False,
False,True,True,linear,8,64,32,6,0.2,TimeBatchNorm2d,32,1000,False,ReLU,AdamW,0.001,0,482.99743427217834,512.9226937994586,401.62020291024567,465.8467769939609,47.02956448407027,False,
False,True,True,linear,8,64,32,6,0.2,TimeBatchNorm2d,32,1000,False,ReLU,AdamW,0.001,0.001,518.5546789098292,553.8515437578092,333.74423599541853,468.71681955435224,96.52172778345182,False,
False,True,True,linear,8,64,32,6,0.2,TimeBatchNorm2d,32,1000,False,ReLU,AdamW,0.001,0.0001,485.61742945647654,560.9306234381507,366.68310886089137,471.07705391850624,79.96495532606582,False,
False,True,True,linear,8,64,32,6,0.2,TimeBatchNorm2d,32,1000,False,ReLU,AdamW,0.005,0,469.5584201895044,684.1217969075385,517.8610798885882,557.1804323285437,91.90164766163275,False,
False,True,True,linear,8,64,32,6,0.2,TimeBatchNorm2d,32,1000,False,ReLU,AdamW,0.005,0.001,533.3487129060808,682.3874508017494,586.3699716264057,600.702045111412,61.68302087375515,False,
False,True,True,linear,8,64,32,6,0.2,TimeBatchNorm2d,32,1000,False,ReLU,AdamW,0.005,0.0001,417.94785974593924,616.8689448406914,542.7949639473137,525.8705895113147,82.086236610676,False,
False,True,True,linear,8,64,64,4,0.2,TimeBatchNorm2d,32,500,False,ReLU,AdamW,0.0005,0,518.9882265201999,485.9381192732194,457.65434623594325,487.5268973431209,25.06464148952239,False,
False,True,True,linear,8,64,64,4,0.2,TimeBatchNorm2d,32,500,False,ReLU,AdamW,0.0005,0.001,499.7773141399417,490.8619698823407,442.41018846314034,477.68315749514096,25.205919927102293,False,
False,True,True,linear,8,64,64,4,0.2,TimeBatchNorm2d,32,500,False,ReLU,AdamW,0.0005,0.0001,522.6077426072469,503.17497396917946,437.4057932892545,487.72950328856024,36.457874918009466,False,
False,True,True,linear,8,64,64,4,0.2,TimeBatchNorm2d,32,500,False,ReLU,AdamW,0.001,0,552.4083502967513,401.30632236568096,362.94858795814247,438.8877535401916,81.78436428883742,False,
False,True,True,linear,8,64,64,4,0.2,TimeBatchNorm2d,32,500,False,ReLU,AdamW,0.001,0.001,538.4752220428988,431.5856341107871,386.2977289410663,452.1195283649174,63.80035507539347,False,
False,True,True,linear,8,64,64,4,0.2,TimeBatchNorm2d,32,500,False,ReLU,AdamW,0.001,0.0001,551.4766687057476,455.1061240108288,357.6572784777176,454.746690398098,79.12684290211006,False,
False,True,True,linear,8,64,64,4,0.2,TimeBatchNorm2d,32,500,False,ReLU,AdamW,0.005,0,458.0220685391504,694.7267604643899,539.1194598604748,563.956096288005,98.21718002003055,False,
False,True,True,linear,8,64,64,4,0.2,TimeBatchNorm2d,32,500,False,ReLU,AdamW,0.005,0.001,412.16937291753436,513.7761950749688,453.2869437213662,459.74417057128977,41.73135041489916,False,
False,True,True,linear,8,64,64,4,0.2,TimeBatchNorm2d,32,500,False,ReLU,AdamW,0.005,0.0001,454.9747169148272,481.3711892180342,410.22021891920025,448.8553750173539,29.367781695366062,False,
False,True,True,linear,8,64,64,4,0.2,TimeBatchNorm2d,32,1000,False,ReLU,AdamW,0.0005,0,706.2855367555186,650.2266668835902,513.1958132028321,623.2360056139803,81.10603011795251,False,
False,True,True,linear,8,64,64,4,0.2,TimeBatchNorm2d,32,1000,False,ReLU,AdamW,0.0005,0.001,725.3688753384007,689.1514074864641,548.0005112453144,654.1735980233931,76.5178389283204,False,
False,True,True,linear,8,64,64,4,0.2,TimeBatchNorm2d,32,1000,False,ReLU,AdamW,0.0005,0.0001,691.1656415295711,688.9595550031237,495.6472407330279,625.2574790885742,91.65270361306567,False,
False,True,True,linear,8,64,64,4,0.2,TimeBatchNorm2d,32,1000,False,ReLU,AdamW,0.001,0,608.058291467097,692.3628495939192,618.0622709287798,639.4944706632654,37.606019193154445,False,
False,True,True,linear,8,64,64,4,0.2,TimeBatchNorm2d,32,1000,False,ReLU,AdamW,0.001,0.001,624.6648102353187,696.040585693461,672.6699647282383,664.4584535523393,29.71191699645923,False,
False,True,True,linear,8,64,64,4,0.2,TimeBatchNorm2d,32,1000,False,ReLU,AdamW,0.001,0.0001,650.8517229800083,726.4461844023324,592.5138525614328,656.603919981258,54.828722435362884,False,
False,True,True,linear,8,64,64,4,0.2,TimeBatchNorm2d,32,1000,False,ReLU,AdamW,0.005,0,523.0398068513119,508.4494737869638,382.9895682788423,471.4929496390393,62.86417018129118,False,
False,True,True,linear,8,64,64,4,0.2,TimeBatchNorm2d,32,1000,False,ReLU,AdamW,0.005,0.001,503.0442065805915,564.8759522074137,475.6995069762599,514.5398885880884,37.30257028346578,False,
False,True,True,linear,8,64,64,4,0.2,TimeBatchNorm2d,32,1000,False,ReLU,AdamW,0.005,0.0001,527.9453922844648,510.11783215326943,453.30115928259056,497.1214612401083,31.82891371896386,False,
False,True,True,linear,8,64,64,6,0.2,TimeBatchNorm2d,32,500,False,ReLU,AdamW,0.0005,0,433.065585693461,440.69308751561846,433.9787952936277,435.9124895009024,3.40088968528233,False,
False,True,True,linear,8,64,64,6,0.2,TimeBatchNorm2d,32,500,False,ReLU,AdamW,0.0005,0.001,438.9911538161183,443.59810886089133,421.3695043731778,434.65292235006245,9.579245048805857,False,
False,True,True,linear,8,64,64,6,0.2,TimeBatchNorm2d,32,500,False,ReLU,AdamW,0.0005,0.0001,436.6993954341942,442.8570780403998,448.76298976988755,442.77315441482716,4.925299277217599,False,
False,True,True,linear,8,64,64,6,0.2,TimeBatchNorm2d,32,500,False,ReLU,AdamW,0.001,0,510.17124934922947,425.86406939816743,405.7752294616826,447.27018273635986,45.22756171684049,False,
False,True,True,linear,8,64,64,6,0.2,TimeBatchNorm2d,32,500,False,ReLU,AdamW,0.001,0.001,496.82169356518114,409.9507464337776,427.0596310131195,444.6106903373595,37.573662109062674,False,
False,True,True,linear,8,64,64,6,0.2,TimeBatchNorm2d,32,500,False,ReLU,AdamW,0.001,0.0001,501.28257913369436,423.00359420553934,411.1087609329447,445.13164475739285,40.00056114726809,False,
False,True,True,linear,8,64,64,6,0.2,TimeBatchNorm2d,32,500,False,ReLU,AdamW,0.005,0,550.3579850843399,550.0992150406081,535.757029883382,545.4047433361101,6.822781526295826,False,
