"location","age_group","forecast_date","target_end_date","horizon","type","quantile","value"
"DE","00+",2026-01-22,2026-01-18,0,"mean",NA,19036
"DE","00+",2026-01-22,2026-01-18,0,"quantile",0.025,17630
"DE","00+",2026-01-22,2026-01-18,0,"quantile",0.05,17820
"DE","00+",2026-01-22,2026-01-18,0,"quantile",0.075,17949
"DE","00+",2026-01-22,2026-01-18,0,"quantile",0.1,18052
"DE","00+",2026-01-22,2026-01-18,0,"quantile",0.125,18139
"DE","00+",2026-01-22,2026-01-18,0,"quantile",0.15,18216
"DE","00+",2026-01-22,2026-01-18,0,"quantile",0.175,18286
"DE","00+",2026-01-22,2026-01-18,0,"quantile",0.2,18350
"DE","00+",2026-01-22,2026-01-18,0,"quantile",0.225,18411
"DE","00+",2026-01-22,2026-01-18,0,"quantile",0.25,18469
"DE","00+",2026-01-22,2026-01-18,0,"quantile",0.275,18525
"DE","00+",2026-01-22,2026-01-18,0,"quantile",0.3,18579
"DE","00+",2026-01-22,2026-01-18,0,"quantile",0.325,18631
"DE","00+",2026-01-22,2026-01-18,0,"quantile",0.35,18682
"DE","00+",2026-01-22,2026-01-18,0,"quantile",0.375,18733
"DE","00+",2026-01-22,2026-01-18,0,"quantile",0.4,18782
"DE","00+",2026-01-22,2026-01-18,0,"quantile",0.425,18832
"DE","00+",2026-01-22,2026-01-18,0,"quantile",0.45,18881
"DE","00+",2026-01-22,2026-01-18,0,"quantile",0.475,18930
"DE","00+",2026-01-22,2026-01-18,0,"quantile",0.5,18980
"DE","00+",2026-01-22,2026-01-18,0,"quantile",0.525,19030
"DE","00+",2026-01-22,2026-01-18,0,"quantile",0.55,19081
"DE","00+",2026-01-22,2026-01-18,0,"quantile",0.575,19132
"DE","00+",2026-01-22,2026-01-18,0,"quantile",0.6,19185
"DE","00+",2026-01-22,2026-01-18,0,"quantile",0.625,19239
"DE","00+",2026-01-22,2026-01-18,0,"quantile",0.65,19294
"DE","00+",2026-01-22,2026-01-18,0,"quantile",0.675,19352
"DE","00+",2026-01-22,2026-01-18,0,"quantile",0.7,19412
"DE","00+",2026-01-22,2026-01-18,0,"quantile",0.725,19475
"DE","00+",2026-01-22,2026-01-18,0,"quantile",0.75,19541
"DE","00+",2026-01-22,2026-01-18,0,"quantile",0.775,19612
"DE","00+",2026-01-22,2026-01-18,0,"quantile",0.8,19689
"DE","00+",2026-01-22,2026-01-18,0,"quantile",0.825,19772
"DE","00+",2026-01-22,2026-01-18,0,"quantile",0.85,19864
"DE","00+",2026-01-22,2026-01-18,0,"quantile",0.875,19969
"DE","00+",2026-01-22,2026-01-18,0,"quantile",0.9,20092
"DE","00+",2026-01-22,2026-01-18,0,"quantile",0.925,20242
"DE","00+",2026-01-22,2026-01-18,0,"quantile",0.95,20442
"DE","00+",2026-01-22,2026-01-18,0,"quantile",0.975,20758
"DE","00+",2026-01-22,2026-01-11,-1,"mean",NA,20107
"DE","00+",2026-01-22,2026-01-11,-1,"quantile",0.025,19167
"DE","00+",2026-01-22,2026-01-11,-1,"quantile",0.05,19259
"DE","00+",2026-01-22,2026-01-11,-1,"quantile",0.075,19326
"DE","00+",2026-01-22,2026-01-11,-1,"quantile",0.1,19383
"DE","00+",2026-01-22,2026-01-11,-1,"quantile",0.125,19433
"DE","00+",2026-01-22,2026-01-11,-1,"quantile",0.15,19479
"DE","00+",2026-01-22,2026-01-11,-1,"quantile",0.175,19522
"DE","00+",2026-01-22,2026-01-11,-1,"quantile",0.2,19563
"DE","00+",2026-01-22,2026-01-11,-1,"quantile",0.225,19602
"DE","00+",2026-01-22,2026-01-11,-1,"quantile",0.25,19640
"DE","00+",2026-01-22,2026-01-11,-1,"quantile",0.275,19677
"DE","00+",2026-01-22,2026-01-11,-1,"quantile",0.3,19714
"DE","00+",2026-01-22,2026-01-11,-1,"quantile",0.325,19750
"DE","00+",2026-01-22,2026-01-11,-1,"quantile",0.35,19786
"DE","00+",2026-01-22,2026-01-11,-1,"quantile",0.375,19822
"DE","00+",2026-01-22,2026-01-11,-1,"quantile",0.4,19858
"DE","00+",2026-01-22,2026-01-11,-1,"quantile",0.425,19894
"DE","00+",2026-01-22,2026-01-11,-1,"quantile",0.45,19931
"DE","00+",2026-01-22,2026-01-11,-1,"quantile",0.475,19968
"DE","00+",2026-01-22,2026-01-11,-1,"quantile",0.5,20006
"DE","00+",2026-01-22,2026-01-11,-1,"quantile",0.525,20044
"DE","00+",2026-01-22,2026-01-11,-1,"quantile",0.55,20084
"DE","00+",2026-01-22,2026-01-11,-1,"quantile",0.575,20125
"DE","00+",2026-01-22,2026-01-11,-1,"quantile",0.6,20167
"DE","00+",2026-01-22,2026-01-11,-1,"quantile",0.625,20210
"DE","00+",2026-01-22,2026-01-11,-1,"quantile",0.65,20256
"DE","00+",2026-01-22,2026-01-11,-1,"quantile",0.675,20304
"DE","00+",2026-01-22,2026-01-11,-1,"quantile",0.7,20354
"DE","00+",2026-01-22,2026-01-11,-1,"quantile",0.725,20407
"DE","00+",2026-01-22,2026-01-11,-1,"quantile",0.75,20465
"DE","00+",2026-01-22,2026-01-11,-1,"quantile",0.775,20526
"DE","00+",2026-01-22,2026-01-11,-1,"quantile",0.8,20593
"DE","00+",2026-01-22,2026-01-11,-1,"quantile",0.825,20668
"DE","00+",2026-01-22,2026-01-11,-1,"quantile",0.85,20752
"DE","00+",2026-01-22,2026-01-11,-1,"quantile",0.875,20848
"DE","00+",2026-01-22,2026-01-11,-1,"quantile",0.9,20963
"DE","00+",2026-01-22,2026-01-11,-1,"quantile",0.925,21107
"DE","00+",2026-01-22,2026-01-11,-1,"quantile",0.95,21302
"DE","00+",2026-01-22,2026-01-11,-1,"quantile",0.975,21622
"DE","00+",2026-01-22,2026-01-04,-2,"mean",NA,22923
"DE","00+",2026-01-22,2026-01-04,-2,"quantile",0.025,22114
"DE","00+",2026-01-22,2026-01-04,-2,"quantile",0.05,22114
"DE","00+",2026-01-22,2026-01-04,-2,"quantile",0.075,22114
"DE","00+",2026-01-22,2026-01-04,-2,"quantile",0.1,22114
"DE","00+",2026-01-22,2026-01-04,-2,"quantile",0.125,22114
"DE","00+",2026-01-22,2026-01-04,-2,"quantile",0.15,22114
