"location","age_group","forecast_date","target_end_date","horizon","type","quantile","value"
"DE","00+",2026-04-16,2026-04-12,0,"mean",NA,9996
"DE","00+",2026-04-16,2026-04-12,0,"quantile",0.025,9342
"DE","00+",2026-04-16,2026-04-12,0,"quantile",0.05,9431
"DE","00+",2026-04-16,2026-04-12,0,"quantile",0.075,9492
"DE","00+",2026-04-16,2026-04-12,0,"quantile",0.1,9540
"DE","00+",2026-04-16,2026-04-12,0,"quantile",0.125,9580
"DE","00+",2026-04-16,2026-04-12,0,"quantile",0.15,9616
"DE","00+",2026-04-16,2026-04-12,0,"quantile",0.175,9649
"DE","00+",2026-04-16,2026-04-12,0,"quantile",0.2,9679
"DE","00+",2026-04-16,2026-04-12,0,"quantile",0.225,9707
"DE","00+",2026-04-16,2026-04-12,0,"quantile",0.25,9734
"DE","00+",2026-04-16,2026-04-12,0,"quantile",0.275,9760
"DE","00+",2026-04-16,2026-04-12,0,"quantile",0.3,9785
"DE","00+",2026-04-16,2026-04-12,0,"quantile",0.325,9810
"DE","00+",2026-04-16,2026-04-12,0,"quantile",0.35,9833
"DE","00+",2026-04-16,2026-04-12,0,"quantile",0.375,9857
"DE","00+",2026-04-16,2026-04-12,0,"quantile",0.4,9880
"DE","00+",2026-04-16,2026-04-12,0,"quantile",0.425,9903
"DE","00+",2026-04-16,2026-04-12,0,"quantile",0.45,9926
"DE","00+",2026-04-16,2026-04-12,0,"quantile",0.475,9948
"DE","00+",2026-04-16,2026-04-12,0,"quantile",0.5,9971
"DE","00+",2026-04-16,2026-04-12,0,"quantile",0.525,9995
"DE","00+",2026-04-16,2026-04-12,0,"quantile",0.55,10018
"DE","00+",2026-04-16,2026-04-12,0,"quantile",0.575,10042
"DE","00+",2026-04-16,2026-04-12,0,"quantile",0.6,10066
"DE","00+",2026-04-16,2026-04-12,0,"quantile",0.625,10091
"DE","00+",2026-04-16,2026-04-12,0,"quantile",0.65,10117
"DE","00+",2026-04-16,2026-04-12,0,"quantile",0.675,10143
"DE","00+",2026-04-16,2026-04-12,0,"quantile",0.7,10171
"DE","00+",2026-04-16,2026-04-12,0,"quantile",0.725,10200
"DE","00+",2026-04-16,2026-04-12,0,"quantile",0.75,10231
"DE","00+",2026-04-16,2026-04-12,0,"quantile",0.775,10263
"DE","00+",2026-04-16,2026-04-12,0,"quantile",0.8,10299
"DE","00+",2026-04-16,2026-04-12,0,"quantile",0.825,10337
"DE","00+",2026-04-16,2026-04-12,0,"quantile",0.85,10379
"DE","00+",2026-04-16,2026-04-12,0,"quantile",0.875,10428
"DE","00+",2026-04-16,2026-04-12,0,"quantile",0.9,10484
"DE","00+",2026-04-16,2026-04-12,0,"quantile",0.925,10553
"DE","00+",2026-04-16,2026-04-12,0,"quantile",0.95,10645
"DE","00+",2026-04-16,2026-04-12,0,"quantile",0.975,10790
"DE","00+",2026-04-16,2026-04-05,-1,"mean",NA,10306
"DE","00+",2026-04-16,2026-04-05,-1,"quantile",0.025,9983
"DE","00+",2026-04-16,2026-04-05,-1,"quantile",0.05,10018
"DE","00+",2026-04-16,2026-04-05,-1,"quantile",0.075,10042
"DE","00+",2026-04-16,2026-04-05,-1,"quantile",0.1,10063
"DE","00+",2026-04-16,2026-04-05,-1,"quantile",0.125,10081
"DE","00+",2026-04-16,2026-04-05,-1,"quantile",0.15,10097
"DE","00+",2026-04-16,2026-04-05,-1,"quantile",0.175,10112
"DE","00+",2026-04-16,2026-04-05,-1,"quantile",0.2,10126
"DE","00+",2026-04-16,2026-04-05,-1,"quantile",0.225,10140
"DE","00+",2026-04-16,2026-04-05,-1,"quantile",0.25,10153
"DE","00+",2026-04-16,2026-04-05,-1,"quantile",0.275,10166
"DE","00+",2026-04-16,2026-04-05,-1,"quantile",0.3,10178
"DE","00+",2026-04-16,2026-04-05,-1,"quantile",0.325,10191
"DE","00+",2026-04-16,2026-04-05,-1,"quantile",0.35,10203
"DE","00+",2026-04-16,2026-04-05,-1,"quantile",0.375,10215
"DE","00+",2026-04-16,2026-04-05,-1,"quantile",0.4,10227
"DE","00+",2026-04-16,2026-04-05,-1,"quantile",0.425,10239
"DE","00+",2026-04-16,2026-04-05,-1,"quantile",0.45,10252
"DE","00+",2026-04-16,2026-04-05,-1,"quantile",0.475,10264
"DE","00+",2026-04-16,2026-04-05,-1,"quantile",0.5,10277
