"location","age_group","forecast_date","target_end_date","horizon","type","quantile","value"
"DE","00+",2026-03-19,2026-03-15,0,"mean",NA,1031091
"DE","00+",2026-03-19,2026-03-15,0,"quantile",0.025,997683
"DE","00+",2026-03-19,2026-03-15,0,"quantile",0.05,997758
"DE","00+",2026-03-19,2026-03-15,0,"quantile",0.075,997892
"DE","00+",2026-03-19,2026-03-15,0,"quantile",0.1,998086
"DE","00+",2026-03-19,2026-03-15,0,"quantile",0.125,998344
"DE","00+",2026-03-19,2026-03-15,0,"quantile",0.15,998668
"DE","00+",2026-03-19,2026-03-15,0,"quantile",0.175,999060
"DE","00+",2026-03-19,2026-03-15,0,"quantile",0.2,999524
"DE","00+",2026-03-19,2026-03-15,0,"quantile",0.225,1000062
"DE","00+",2026-03-19,2026-03-15,0,"quantile",0.25,1000678
"DE","00+",2026-03-19,2026-03-15,0,"quantile",0.275,1001374
"DE","00+",2026-03-19,2026-03-15,0,"quantile",0.3,1002156
"DE","00+",2026-03-19,2026-03-15,0,"quantile",0.325,1003027
"DE","00+",2026-03-19,2026-03-15,0,"quantile",0.35,1003992
"DE","00+",2026-03-19,2026-03-15,0,"quantile",0.375,1005057
"DE","00+",2026-03-19,2026-03-15,0,"quantile",0.4,1006229
"DE","00+",2026-03-19,2026-03-15,0,"quantile",0.425,1007515
"DE","00+",2026-03-19,2026-03-15,0,"quantile",0.45,1008923
"DE","00+",2026-03-19,2026-03-15,0,"quantile",0.475,1010463
"DE","00+",2026-03-19,2026-03-15,0,"quantile",0.5,1012147
"DE","00+",2026-03-19,2026-03-15,0,"quantile",0.525,1013987
"DE","00+",2026-03-19,2026-03-15,0,"quantile",0.55,1015999
"DE","00+",2026-03-19,2026-03-15,0,"quantile",0.575,1018201
"DE","00+",2026-03-19,2026-03-15,0,"quantile",0.6,1020614
"DE","00+",2026-03-19,2026-03-15,0,"quantile",0.625,1023265
"DE","00+",2026-03-19,2026-03-15,0,"quantile",0.65,1026184
"DE","00+",2026-03-19,2026-03-15,0,"quantile",0.675,1029411
"DE","00+",2026-03-19,2026-03-15,0,"quantile",0.7,1032993
"DE","00+",2026-03-19,2026-03-15,0,"quantile",0.725,1036992
"DE","00+",2026-03-19,2026-03-15,0,"quantile",0.75,1041487
"DE","00+",2026-03-19,2026-03-15,0,"quantile",0.775,1046581
"DE","00+",2026-03-19,2026-03-15,0,"quantile",0.8,1052418
"DE","00+",2026-03-19,2026-03-15,0,"quantile",0.825,1059196
"DE","00+",2026-03-19,2026-03-15,0,"quantile",0.85,1067210
"DE","00+",2026-03-19,2026-03-15,0,"quantile",0.875,1076920
"DE","00+",2026-03-19,2026-03-15,0,"quantile",0.9,1089097
"DE","00+",2026-03-19,2026-03-15,0,"quantile",0.925,1105202
"DE","00+",2026-03-19,2026-03-15,0,"quantile",0.95,1128535
"DE","00+",2026-03-19,2026-03-15,0,"quantile",0.975,1169735
"DE","00+",2026-03-19,2026-03-08,-1,"mean",NA,1149395
"DE","00+",2026-03-19,2026-03-08,-1,"quantile",0.025,1137332
"DE","00+",2026-03-19,2026-03-08,-1,"quantile",0.05,1137332
"DE","00+",2026-03-19,2026-03-08,-1,"quantile",0.075,1137332
"DE","00+",2026-03-19,2026-03-08,-1,"quantile",0.1,1137332
"DE","00+",2026-03-19,2026-03-08,-1,"quantile",0.125,1137332
"DE","00+",2026-03-19,2026-03-08,-1,"quantile",0.15,1137332
"DE","00+",2026-03-19,2026-03-08,-1,"quantile",0.175,1137332
"DE","00+",2026-03-19,2026-03-08,-1,"quantile",0.2,1137332
"DE","00+",2026-03-19,2026-03-08,-1,"quantile",0.225,1137332
"DE","00+",2026-03-19,2026-03-08,-1,"quantile",0.25,1137332
"DE","00+",2026-03-19,2026-03-08,-1,"quantile",0.275,1137333
"DE","00+",2026-03-19,2026-03-08,-1,"quantile",0.3,1137334
"DE","00+",2026-03-19,2026-03-08,-1,"quantile",0.325,1137336
"DE","00+",2026-03-19,2026-03-08,-1,"quantile",0.35,1137339
"DE","00+",2026-03-19,2026-03-08,-1,"quantile",0.375,1137344
"DE","00+",2026-03-19,2026-03-08,-1,"quantile",0.4,1137354
"DE","00+",2026-03-19,2026-03-08,-1,"quantile",0.425,1137369
"DE","00+",2026-03-19,2026-03-08,-1,"quantile",0.45,1137393
"DE","00+",2026-03-19,2026-03-08,-1,"quantile",0.475,1137430
"DE","00+",2026-03-19,2026-03-08,-1,"quantile",0.5,1137486
"DE","00+",2026-03-19,2026-03-08,-1,"quantile",0.525,1137568
"DE","00+",2026-03-19,2026-03-08,-1,"quantile",0.55,1137686
"DE","00+",2026-03-19,2026-03-08,-1,"quantile",0.575,1137854
"DE","00+",2026-03-19,2026-03-08,-1,"quantile",0.6,1138090
"DE","00+",2026-03-19,2026-03-08,-1,"quantile",0.625,1138417
"DE","00+",2026-03-19,2026-03-08,-1,"quantile",0.65,1138864
"DE","00+",2026-03-19,2026-03-08,-1,"quantile",0.675,1139472
"DE","00+",2026-03-19,2026-03-08,-1,"quantile",0.7,1140290
"DE","00+",2026-03-19,2026-03-08,-1,"quantile",0.725,1141386
"DE","00+",2026-03-19,2026-03-08,-1,"quantile",0.75,1142846
"DE","00+",2026-03-19,2026-03-08,-1,"quantile",0.775,1144788
"DE","00+",2026-03-19,2026-03-08,-1,"quantile",0.8,1147376
"DE","00+",2026-03-19,2026-03-08,-1,"quantile",0.825,1150841
"DE","00+",2026-03-19,2026-03-08,-1,"quantile",0.85,1155523
"DE","00+",2026-03-19,2026-03-08,-1,"quantile",0.875,1161962
"DE","00+",2026-03-19,2026-03-08,-1,"quantile",0.9,1171070
