"location","age_group","forecast_date","target_end_date","horizon","type","quantile","value"
"DE","00+",2026-03-26,2026-03-22,0,"mean",NA,983582
"DE","00+",2026-03-26,2026-03-22,0,"quantile",0.025,952780
"DE","00+",2026-03-26,2026-03-22,0,"quantile",0.05,952833
"DE","00+",2026-03-26,2026-03-22,0,"quantile",0.075,952933
"DE","00+",2026-03-26,2026-03-22,0,"quantile",0.1,953084
"DE","00+",2026-03-26,2026-03-22,0,"quantile",0.125,953289
"DE","00+",2026-03-26,2026-03-22,0,"quantile",0.15,953552
"DE","00+",2026-03-26,2026-03-22,0,"quantile",0.175,953876
"DE","00+",2026-03-26,2026-03-22,0,"quantile",0.2,954265
"DE","00+",2026-03-26,2026-03-22,0,"quantile",0.225,954720
"DE","00+",2026-03-26,2026-03-22,0,"quantile",0.25,955247
"DE","00+",2026-03-26,2026-03-22,0,"quantile",0.275,955849
"DE","00+",2026-03-26,2026-03-22,0,"quantile",0.3,956530
"DE","00+",2026-03-26,2026-03-22,0,"quantile",0.325,957294
"DE","00+",2026-03-26,2026-03-22,0,"quantile",0.35,958147
"DE","00+",2026-03-26,2026-03-22,0,"quantile",0.375,959095
"DE","00+",2026-03-26,2026-03-22,0,"quantile",0.4,960143
"DE","00+",2026-03-26,2026-03-22,0,"quantile",0.425,961298
"DE","00+",2026-03-26,2026-03-22,0,"quantile",0.45,962570
"DE","00+",2026-03-26,2026-03-22,0,"quantile",0.475,963968
"DE","00+",2026-03-26,2026-03-22,0,"quantile",0.5,965502
"DE","00+",2026-03-26,2026-03-22,0,"quantile",0.525,967185
"DE","00+",2026-03-26,2026-03-22,0,"quantile",0.55,969031
"DE","00+",2026-03-26,2026-03-22,0,"quantile",0.575,971059
"DE","00+",2026-03-26,2026-03-22,0,"quantile",0.6,973289
"DE","00+",2026-03-26,2026-03-22,0,"quantile",0.625,975746
"DE","00+",2026-03-26,2026-03-22,0,"quantile",0.65,978459
"DE","00+",2026-03-26,2026-03-22,0,"quantile",0.675,981466
"DE","00+",2026-03-26,2026-03-22,0,"quantile",0.7,984814
"DE","00+",2026-03-26,2026-03-22,0,"quantile",0.725,988559
"DE","00+",2026-03-26,2026-03-22,0,"quantile",0.75,992779
"DE","00+",2026-03-26,2026-03-22,0,"quantile",0.775,997573
"DE","00+",2026-03-26,2026-03-22,0,"quantile",0.8,1003077
"DE","00+",2026-03-26,2026-03-22,0,"quantile",0.825,1009483
"DE","00+",2026-03-26,2026-03-22,0,"quantile",0.85,1017073
"DE","00+",2026-03-26,2026-03-22,0,"quantile",0.875,1026287
"DE","00+",2026-03-26,2026-03-22,0,"quantile",0.9,1037868
"DE","00+",2026-03-26,2026-03-22,0,"quantile",0.925,1053215
"DE","00+",2026-03-26,2026-03-22,0,"quantile",0.95,1075498
"DE","00+",2026-03-26,2026-03-22,0,"quantile",0.975,1114944
"DE","00+",2026-03-26,2026-03-15,-1,"mean",NA,1010650
"DE","00+",2026-03-26,2026-03-15,-1,"quantile",0.025,999323
"DE","00+",2026-03-26,2026-03-15,-1,"quantile",0.05,999323
"DE","00+",2026-03-26,2026-03-15,-1,"quantile",0.075,999323
"DE","00+",2026-03-26,2026-03-15,-1,"quantile",0.1,999323
"DE","00+",2026-03-26,2026-03-15,-1,"quantile",0.125,999323
"DE","00+",2026-03-26,2026-03-15,-1,"quantile",0.15,999323
"DE","00+",2026-03-26,2026-03-15,-1,"quantile",0.175,999323
"DE","00+",2026-03-26,2026-03-15,-1,"quantile",0.2,999323
"DE","00+",2026-03-26,2026-03-15,-1,"quantile",0.225,999323
"DE","00+",2026-03-26,2026-03-15,-1,"quantile",0.25,999323
"DE","00+",2026-03-26,2026-03-15,-1,"quantile",0.275,999323
"DE","00+",2026-03-26,2026-03-15,-1,"quantile",0.3,999323
"DE","00+",2026-03-26,2026-03-15,-1,"quantile",0.325,999324
"DE","00+",2026-03-26,2026-03-15,-1,"quantile",0.35,999325
"DE","00+",2026-03-26,2026-03-15,-1,"quantile",0.375,999327
"DE","00+",2026-03-26,2026-03-15,-1,"quantile",0.4,999330
"DE","00+",2026-03-26,2026-03-15,-1,"quantile",0.425,999336
"DE","00+",2026-03-26,2026-03-15,-1,"quantile",0.45,999347
"DE","00+",2026-03-26,2026-03-15,-1,"quantile",0.475,999363
"DE","00+",2026-03-26,2026-03-15,-1,"quantile",0.5,999390
"DE","00+",2026-03-26,2026-03-15,-1,"quantile",0.525,999433
"DE","00+",2026-03-26,2026-03-15,-1,"quantile",0.55,999498
"DE","00+",2026-03-26,2026-03-15,-1,"quantile",0.575,999596
"DE","00+",2026-03-26,2026-03-15,-1,"quantile",0.6,999742
"DE","00+",2026-03-26,2026-03-15,-1,"quantile",0.625,999954
"DE","00+",2026-03-26,2026-03-15,-1,"quantile",0.65,1000259
"DE","00+",2026-03-26,2026-03-15,-1,"quantile",0.675,1000692
"DE","00+",2026-03-26,2026-03-15,-1,"quantile",0.7,1001301
"DE","00+",2026-03-26,2026-03-15,-1,"quantile",0.725,1002151
"DE","00+",2026-03-26,2026-03-15,-1,"quantile",0.75,1003329
"DE","00+",2026-03-26,2026-03-15,-1,"quantile",0.775,1004953
"DE","00+",2026-03-26,2026-03-15,-1,"quantile",0.8,1007192
"DE","00+",2026-03-26,2026-03-15,-1,"quantile",0.825,1010284
"DE","00+",2026-03-26,2026-03-15,-1,"quantile",0.85,1014588
"DE","00+",2026-03-26,2026-03-15,-1,"quantile",0.875,1020666
"DE","00+",2026-03-26,2026-03-15,-1,"quantile",0.9,1029481
"DE","00+",2026-03-26,2026-03-15,-1,"quantile",0.925,1042871
"DE","00+",2026-03-26,2026-03-15,-1,"quantile",0.95,1065069
"DE","00+",2026-03-26,2026-03-15,-1,"quantile",0.975,1110068
"DE","00+",2026-03-26,2026-03-08,-2,"mean",NA,1142329
"DE","00+",2026-03-26,2026-03-08,-2,"quantile",0.025,1135670
"DE","00+",2026-03-26,2026-03-08,-2,"quantile",0.05,1135670
"DE","00+",2026-03-26,2026-03-08,-2,"quantile",0.075,1135670
"DE","00+",2026-03-26,2026-03-08,-2,"quantile",0.1,1135670
"DE","00+",2026-03-26,2026-03-08,-2,"quantile",0.125,1135670
"DE","00+",2026-03-26,2026-03-08,-2,"quantile",0.15,1135670
"DE","00+",2026-03-26,2026-03-08,-2,"quantile",0.175,1135670
"DE","00+",2026-03-26,2026-03-08,-2,"quantile",0.2,1135670
"DE","00+",2026-03-26,2026-03-08,-2,"quantile",0.225,1135670
"DE","00+",2026-03-26,2026-03-08,-2,"quantile",0.25,1135670
"DE","00+",2026-03-26,2026-03-08,-2,"quantile",0.275,1135670
"DE","00+",2026-03-26,2026-03-08,-2,"quantile",0.3,1135670
"DE","00+",2026-03-26,2026-03-08,-2,"quantile",0.325,1135670
"DE","00+",2026-03-26,2026-03-08,-2,"quantile",0.35,1135671
"DE","00+",2026-03-26,2026-03-08,-2,"quantile",0.375,1135672
"DE","00+",2026-03-26,2026-03-08,-2,"quantile",0.4,1135674
"DE","00+",2026-03-26,2026-03-08,-2,"quantile",0.425,1135678
"DE","00+",2026-03-26,2026-03-08,-2,"quantile",0.45,1135684
"DE","00+",2026-03-26,2026-03-08,-2,"quantile",0.475,1135694
"DE","00+",2026-03-26,2026-03-08,-2,"quantile",0.5,1135710
"DE","00+",2026-03-26,2026-03-08,-2,"quantile",0.525,1135735
"DE","00+",2026-03-26,2026-03-08,-2,"quantile",0.55,1135773
"DE","00+",2026-03-26,2026-03-08,-2,"quantile",0.575,1135831
"DE","00+",2026-03-26,2026-03-08,-2,"quantile",0.6,1135916
"DE","00+",2026-03-26,2026-03-08,-2,"quantile",0.625,1136041
"DE","00+",2026-03-26,2026-03-08,-2,"quantile",0.65,1136220
