"location","age_group","forecast_date","target_end_date","horizon","type","quantile","value"
"DE","00+",2026-01-08,2026-01-04,0,"mean",NA,21784
"DE","00+",2026-01-08,2026-01-04,0,"quantile",0.025,19588
"DE","00+",2026-01-08,2026-01-04,0,"quantile",0.05,19857
"DE","00+",2026-01-08,2026-01-04,0,"quantile",0.075,20044
"DE","00+",2026-01-08,2026-01-04,0,"quantile",0.1,20195
"DE","00+",2026-01-08,2026-01-04,0,"quantile",0.125,20325
"DE","00+",2026-01-08,2026-01-04,0,"quantile",0.15,20441
"DE","00+",2026-01-08,2026-01-04,0,"quantile",0.175,20548
"DE","00+",2026-01-08,2026-01-04,0,"quantile",0.2,20648
"DE","00+",2026-01-08,2026-01-04,0,"quantile",0.225,20742
"DE","00+",2026-01-08,2026-01-04,0,"quantile",0.25,20832
"DE","00+",2026-01-08,2026-01-04,0,"quantile",0.275,20919
"DE","00+",2026-01-08,2026-01-04,0,"quantile",0.3,21004
"DE","00+",2026-01-08,2026-01-04,0,"quantile",0.325,21086
"DE","00+",2026-01-08,2026-01-04,0,"quantile",0.35,21168
"DE","00+",2026-01-08,2026-01-04,0,"quantile",0.375,21249
"DE","00+",2026-01-08,2026-01-04,0,"quantile",0.4,21329
"DE","00+",2026-01-08,2026-01-04,0,"quantile",0.425,21408
"DE","00+",2026-01-08,2026-01-04,0,"quantile",0.45,21488
"DE","00+",2026-01-08,2026-01-04,0,"quantile",0.475,21569
"DE","00+",2026-01-08,2026-01-04,0,"quantile",0.5,21650
"DE","00+",2026-01-08,2026-01-04,0,"quantile",0.525,21732
"DE","00+",2026-01-08,2026-01-04,0,"quantile",0.55,21815
"DE","00+",2026-01-08,2026-01-04,0,"quantile",0.575,21901
"DE","00+",2026-01-08,2026-01-04,0,"quantile",0.6,21988
"DE","00+",2026-01-08,2026-01-04,0,"quantile",0.625,22078
"DE","00+",2026-01-08,2026-01-04,0,"quantile",0.65,22172
"DE","00+",2026-01-08,2026-01-04,0,"quantile",0.675,22269
"DE","00+",2026-01-08,2026-01-04,0,"quantile",0.7,22370
"DE","00+",2026-01-08,2026-01-04,0,"quantile",0.725,22477
"DE","00+",2026-01-08,2026-01-04,0,"quantile",0.75,22590
"DE","00+",2026-01-08,2026-01-04,0,"quantile",0.775,22712
